time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2016-09-19T15:33:03.80Z,62.3737853,25.7032762,3796.065,31.11,-23.68,0.18,8.902,12.710,1.25,322.72379,2.09543,3,7
2016-09-19T15:33:04.00Z,62.3738390,25.7031853,3794.772,31.21,-23.67,0.61,8.908,12.696,1.25,322.82182,1.88923,3,7
2016-09-19T15:33:04.20Z,62.3738969,25.7030970,3794.502,31.67,-23.33,0.63,8.932,12.719,1.23,323.61923,1.89519,3,7
2016-09-19T15:33:04.40Z,62.3739550,25.7030097,3794.460,31.81,-23.07,0.57,8.947,12.732,1.18,324.04771,1.86033,3,7
2016-09-19T15:33:04.60Z,62.3740131,25.7029241,3794.363,32.00,-22.79,0.60,8.952,12.731,1.19,324.54294,1.81757,3,7
2016-09-19T15:33:04.80Z,62.3740714,25.7028375,3794.259,32.11,-22.71,0.59,8.953,12.730,1.17,324.72299,1.73116,3,7
2016-09-19T15:33:05.00Z,62.3741292,25.7027503,3793.975,32.26,-22.59,0.63,8.955,12.728,1.19,324.99751,1.73159,3,7
2016-09-19T15:33:05.20Z,62.3741864,25.7026629,3793.754,32.13,-22.59,0.64,8.955,12.726,1.18,324.88747,1.70222,3,7
2016-09-19T15:33:05.40Z,62.3742431,25.7025727,3793.176,32.25,-22.66,0.74,8.959,12.729,1.16,324.90860,1.67900,3,7
2016-09-19T15:33:05.60Z,62.3742999,25.7024824,3792.599,32.31,-22.73,0.85,8.957,12.721,1.13,324.87974,1.65378,3,7
2016-09-19T15:33:05.80Z,62.3743575,25.7023971,3792.461,32.25,-22.51,0.94,8.971,12.734,1.26,325.08219,1.77395,3,7
2016-09-19T15:33:06.00Z,62.3744145,25.7023141,3792.510,31.90,-22.28,0.95,8.990,12.748,1.34,325.07036,1.97107,3,7
2016-09-19T15:33:06.20Z,62.3744754,25.7022356,3792.726,32.34,-21.67,0.79,9.002,12.762,1.36,326.17482,1.91934,3,7
2016-09-19T15:33:06.40Z,62.3745372,25.7021556,3793.000,32.80,-21.54,0.66,9.012,12.777,1.37,326.70412,1.88739,3,7
2016-09-19T15:33:06.60Z,62.3745982,25.7020733,3793.431,32.84,-21.82,0.58,9.024,12.798,1.37,326.39663,1.88472,3,7
2016-09-19T15:33:06.80Z,62.3746579,25.7019906,3793.861,32.59,-22.06,0.52,9.043,12.830,1.41,325.90984,1.90503,3,7
2016-09-19T15:33:07.00Z,62.3747179,25.7019102,3794.158,32.62,-21.81,0.51,9.053,12.847,1.37,326.23031,1.95921,3,7
2016-09-19T15:33:07.20Z,62.3747798,25.7018286,3794.492,33.04,-21.73,0.41,9.067,12.869,1.38,326.67257,1.94914,3,7
2016-09-19T15:33:07.40Z,62.3748414,25.7017453,3794.582,33.44,-21.61,0.32,9.090,12.901,1.42,327.12787,1.95968,3,7
2016-09-19T15:33:07.60Z,62.3748990,25.7016623,3794.497,33.00,-21.36,0.21,9.108,12.929,1.39,327.08651,1.95293,3,7
2016-09-19T15:33:07.80Z,62.3749593,25.7015759,3794.272,33.40,-21.40,0.14,9.140,12.976,1.38,327.34924,2.00587,3,7
2016-09-19T15:33:08.00Z,62.3750197,25.7014933,3794.125,33.59,-21.21,0.11,9.171,13.032,1.43,327.73321,1.98713,3,6
2016-09-19T15:33:08.20Z,62.3750793,25.7014108,3793.623,33.81,-20.87,0.13,9.198,13.083,1.36,328.31181,1.95326,3,6
2016-09-19T15:33:08.40Z,62.3751400,25.7013356,3793.577,33.88,-20.25,0.09,9.223,13.131,1.32,329.13510,1.90619,3,6
2016-09-19T15:33:08.60Z,62.3751999,25.7012648,3793.605,33.70,-19.54,0.06,9.241,13.160,1.26,329.89632,1.88581,3,6
2016-09-19T15:33:08.80Z,62.3752610,25.7011923,3793.706,33.79,-19.21,0.00,9.265,13.191,1.26,330.37447,1.93982,3,6
2016-09-19T15:33:09.00Z,62.3753220,25.7011196,3793.948,33.85,-18.91,-0.14,9.280,13.211,1.24,330.81057,1.90739,3,6
2016-09-19T15:33:09.20Z,62.3753822,25.7010479,3794.046,33.78,-18.60,-0.23,9.311,13.244,1.28,331.15621,1.94008,3,5
2016-09-19T15:33:09.40Z,62.3754435,25.7009775,3794.095,33.91,-18.47,-0.24,9.319,13.271,1.22,331.42310,1.90590,3,6
2016-09-19T15:33:09.60Z,62.3755040,25.7009090,3793.862,33.98,-18.09,-0.19,9.326,13.303,1.20,331.97368,1.90939,3,6
2016-09-19T15:33:09.80Z,62.3755647,25.7008428,3793.742,34.04,-17.63,-0.17,9.337,13.348,1.17,332.62660,1.92117,3,6
2016-09-19T15:33:10.00Z,62.3756255,25.7007766,3794.120,33.79,-17.39,-0.30,9.357,13.410,1.20,332.76282,2.02082,3,6
2016-09-19T15:33:10.20Z,62.3756891,25.7007058,3795.155,33.95,-17.85,-0.56,9.371,13.470,1.19,332.26653,1.99710,3,6
2016-09-19T15:33:10.40Z,62.3757508,25.7006385,3795.914,33.80,-17.67,-0.77,9.391,13.541,1.25,332.39992,2.05415,3,6
2016-09-19T15:33:10.60Z,62.3758109,25.7005747,3796.123,33.62,-17.23,-0.81,9.409,13.608,1.24,332.86442,2.05358,3,6
2016-09-19T15:33:10.80Z,62.3758727,25.7005124,3796.745,33.60,-17.06,-0.90,9.418,13.664,1.18,333.07929,2.00566,3,6
2016-09-19T15:33:11.00Z,62.3759351,25.7004490,3797.741,33.47,-17.17,-1.06,9.415,13.701,1.04,332.84295,1.70600,3,6
2016-09-19T15:33:11.20Z,62.3759961,25.7003810,3798.002,33.56,-17.42,-1.05,9.420,13.748,1.04,332.56017,1.68130,3,6
2016-09-19T15:33:11.40Z,62.3760561,25.7003139,3798.026,33.50,-17.41,-1.01,9.442,13.805,1.13,332.54026,1.77742,3,6
2016-09-19T15:33:11.60Z,62.3761189,25.7002475,3798.365,33.67,-17.76,-0.94,9.465,13.864,1.13,332.19186,1.77251,3,6
2016-09-19T15:33:11.80Z,62.3761805,25.7001856,3798.315,33.68,-17.57,-0.77,9.486,13.921,1.12,332.44656,1.78987,3,6
2016-09-19T15:33:12.00Z,62.3762409,25.7001212,3798.471,33.38,-17.42,-0.74,9.508,13.974,1.09,332.43280,1.79578,3,6
2016-09-19T15:33:12.20Z,62.3763003,25.7000467,3798.712,33.38,-17.76,-0.86,9.507,14.021,1.03,331.97849,1.69310,3,6
2016-09-19T15:33:12.40Z,62.3763594,25.6999706,3799.293,33.21,-18.07,-1.10,9.510,14.041,1.05,331.44464,1.66496,3,7
2016-09-19T15:33:12.60Z,62.3764191,25.6999064,3799.624,33.03,-17.71,-1.10,9.518,14.089,1.02,331.80416,1.68041,3,6
2016-09-19T15:33:12.80Z,62.3764793,25.6998370,3800.018,32.90,-17.93,-1.16,9.520,14.105,1.02,331.41030,1.65291,3,7
2016-09-19T15:33:13.00Z,62.3765398,25.6997646,3800.587,32.87,-18.38,-1.25,9.520,14.131,1.02,330.78361,1.62507,3,7
2016-09-19T15:33:13.20Z,62.3766001,25.6996958,3801.174,32.80,-18.37,-1.34,9.517,14.152,1.03,330.74131,1.61691,3,7
2016-09-19T15:33:13.40Z,62.3766598,25.6996255,3802.007,32.57,-18.44,-1.49,9.509,14.156,1.02,330.48986,1.59175,3,7
2016-09-19T15:33:13.60Z,62.3767184,25.6995469,3802.903,32.47,-18.86,-1.76,9.485,14.138,1.00,329.85427,1.52696,3,7
2016-09-19T15:33:13.80Z,62.3767773,25.6994710,3803.659,32.40,-19.04,-1.92,9.459,14.118,0.99,329.55727,1.49326,3,7
2016-09-19T15:33:14.00Z,62.3768357,25.6993964,3803.917,32.29,-19.02,-1.94,9.427,14.097,0.97,329.49853,1.47660,3,7
2016-09-19T15:33:14.20Z,62.3768951,25.6993207,3804.429,32.26,-19.39,-1.96,9.391,14.065,0.97,328.98839,1.44091,3,7
2016-09-19T15:33:14.40Z,62.3769537,25.6992411,3804.844,32.16,-19.87,-2.00,9.363,14.045,1.00,328.29064,1.43055,3,7
2016-09-19T15:33:14.60Z,62.3770119,25.6991655,3804.941,32.04,-19.86,-1.91,9.334,14.020,0.99,328.21146,1.42272,3,7
2016-09-19T15:33:14.80Z,62.3770704,25.6990903,3805.344,32.00,-19.95,-1.87,9.314,14.001,1.04,328.06394,1.46688,3,7
2016-09-19T15:33:15.00Z,62.3771293,25.6990122,3806.118,31.96,-20.25,-1.95,9.298,13.981,1.05,327.64260,1.47520,3,7
2016-09-19T15:33:15.20Z,62.3771885,25.6989327,3806.797,31.93,-20.67,-1.98,9.278,13.949,1.05,327.08695,1.46438,3,7
2016-09-19T15:33:15.40Z,62.3772473,25.6988552,3807.538,31.78,-20.75,-2.01,9.270,13.939,1.07,326.85245,1.50186,3,6
2016-09-19T15:33:15.60Z,62.3773047,25.6987761,3808.210,31.50,-20.80,-2.08,9.269,13.936,1.10,326.56350,1.54387,3,6
2016-09-19T15:33:15.80Z,62.3773618,25.6986950,3808.824,31.37,-20.95,-2.13,9.268,13.938,1.09,326.26517,1.55466,3,6
2016-09-19T15:33:16.00Z,62.3774179,25.6986091,3809.243,31.15,-21.49,-2.13,9.263,13.931,1.09,325.40378,1.52423,3,7
2016-09-19T15:33:16.20Z,62.3774747,25.6985233,3809.747,31.18,-21.88,-2.12,9.260,13.927,1.12,324.94156,1.51853,3,7
2016-09-19T15:33:16.40Z,62.3775304,25.6984372,3809.969,31.08,-22.18,-2.02,9.257,13.920,1.11,324.48573,1.49664,3,7
2016-09-19T15:33:16.60Z,62.3775848,25.6983521,3810.108,30.72,-22.24,-1.93,9.255,13.917,1.12,324.10638,1.49410,3,7
2016-09-19T15:33:16.80Z,62.3776404,25.6982617,3810.681,30.66,-22.70,-1.99,9.264,13.930,1.22,323.48860,1.52325,3,7
2016-09-19T15:33:17.00Z,62.3776966,25.6981747,3811.408,30.49,-22.94,-2.00,9.275,13.950,1.27,323.05046,1.53168,3,7
2016-09-19T15:33:17.20Z,62.3777539,25.6980901,3812.267,30.37,-23.13,-1.97,9.277,13.964,1.23,322.70189,1.48976,3,7
2016-09-19T15:33:17.40Z,62.3778110,25.6980064,3812.980,30.42,-23.16,-1.90,9.269,13.970,1.14,322.71984,1.44032,3,7
2016-09-19T15:33:17.60Z,62.3778680,25.6979233,3813.501,30.34,-23.23,-1.76,9.266,13.993,1.12,322.56300,1.44819,3,7
2016-09-19T15:33:17.80Z,62.3779248,25.6978334,3813.865,30.48,-23.78,-1.62,9.259,14.013,1.10,322.04439,1.41608,3,7
2016-09-19T15:33:18.00Z,62.3779799,25.6977430,3814.285,30.34,-23.94,-1.59,9.254,14.033,1.12,321.72232,1.40793,3,7
2016-09-19T15:33:18.20Z,62.3780344,25.6976505,3814.574,30.24,-24.13,-1.55,9.237,14.036,1.08,321.40875,1.36638,3,7
2016-09-19T15:33:18.40Z,62.3780888,25.6975555,3815.077,30.21,-24.37,-1.62,9.218,14.026,1.06,321.10289,1.33236,3,7
2016-09-19T15:33:18.60Z,62.3781428,25.6974603,3815.584,30.08,-24.58,-1.68,9.196,14.010,1.01,320.74748,1.30759,3,7
2016-09-19T15:33:18.80Z,62.3781980,25.6973698,3816.257,30.03,-24.55,-1.69,9.142,13.903,0.96,320.73923,1.26516,3,7
2016-09-19T15:33:19.00Z,62.3782513,25.6972764,3816.643,29.89,-24.70,-1.64,9.064,13.744,0.97,320.42675,1.23109,3,7
2016-09-19T15:33:19.20Z,62.3783045,25.6971839,3817.015,29.85,-24.67,-1.59,8.976,13.587,0.90,320.42383,1.13619,3,7
2016-09-19T15:33:19.40Z,62.3783569,25.6970887,3817.225,29.74,-24.79,-1.55,8.913,13.527,0.88,320.19143,1.08068,3,7
2016-09-19T15:33:19.60Z,62.3784112,25.6969956,3817.626,29.81,-24.94,-1.47,8.847,13.460,0.87,320.08474,1.04640,3,7
2016-09-19T15:33:19.80Z,62.3784649,25.6969005,3817.978,29.74,-25.05,-1.40,8.786,13.373,0.83,319.88538,0.92331,3,7
2016-09-19T15:33:20.00Z,62.3785213,25.6968088,3818.838,29.85,-25.11,-1.41,8.717,13.274,0.81,319.92848,0.91395,3,7
2016-09-19T15:33:20.20Z,62.3785740,25.6967106,3819.017,29.68,-25.25,-1.45,8.676,13.222,0.94,319.61374,1.11424,3,7
2016-09-19T15:33:20.40Z,62.3786290,25.6966164,3819.528,29.82,-25.12,-1.46,8.639,13.191,0.92,319.89126,1.14565,3,7
2016-09-19T15:33:20.60Z,62.3786836,25.6965207,3820.007,29.77,-25.23,-1.46,8.599,13.165,0.86,319.71135,1.17035,3,7
2016-09-19T15:33:20.80Z,62.3787391,25.6964254,3820.710,29.91,-25.28,-1.51,8.563,13.134,0.88,319.80318,1.47047,3,7
2016-09-19T15:33:21.00Z,62.3787934,25.6963295,3821.234,29.89,-25.27,-1.55,8.549,13.133,0.93,319.79001,1.77702,3,7
2016-09-19T15:33:21.20Z,62.3788479,25.6962335,3821.782,29.94,-25.25,-1.59,8.544,13.136,0.95,319.85927,1.95791,3,7
2016-09-19T15:33:21.40Z,62.3789026,25.6961367,3822.504,29.98,-25.29,-1.74,8.544,13.139,0.95,319.84598,2.01460,3,7
2016-09-19T15:33:21.60Z,62.3789576,25.6960424,3823.218,29.91,-25.17,-1.80,8.540,13.131,0.95,319.91162,2.00606,3,7
2016-09-19T15:33:21.80Z,62.3790134,25.6959467,3823.623,30.28,-25.30,-1.73,8.546,13.134,0.98,320.11861,2.02942,3,7
2016-09-19T15:33:22.00Z,62.3790652,25.6958471,3823.649,29.89,-25.47,-1.65,8.561,13.131,1.01,319.56950,2.24772,3,7
2016-09-19T15:33:22.20Z,62.3791133,25.6957409,3823.649,29.01,-26.04,-1.63,8.588,13.151,1.04,318.08907,2.38798,3,7
2016-09-19T15:33:22.40Z,62.3791651,25.6956403,3823.409,29.36,-25.96,-1.51,8.602,13.175,1.05,318.51279,2.22310,3,7
2016-09-19T15:33:22.60Z,62.3792195,25.6955430,3823.540,29.74,-25.79,-1.42,8.608,13.201,1.05,319.06258,2.09211,3,7
2016-09-19T15:33:22.80Z,62.3792741,25.6954478,3824.104,29.84,-25.51,-1.51,8.603,13.217,1.02,319.47426,1.87991,3,7
2016-09-19T15:33:23.00Z,62.3793270,25.6953523,3824.452,29.81,-25.17,-1.60,8.595,13.229,1.00,319.82962,1.74144,3,7
2016-09-19T15:33:23.20Z,62.3793821,25.6952614,3824.998,29.99,-24.73,-1.65,8.553,13.238,0.65,320.48915,1.00939,3,7
2016-09-19T15:33:23.40Z,62.3794377,25.6951679,3825.375,30.23,-24.79,-1.63,8.524,13.237,0.64,320.64474,0.95691,3,7
2016-09-19T15:33:23.60Z,62.3794945,25.6950772,3825.796,30.39,-24.48,-1.50,8.499,13.238,0.64,321.14694,0.95091,3,7
2016-09-19T15:33:23.80Z,62.3795504,25.6949846,3826.073,30.62,-24.50,-1.44,8.474,13.236,0.64,321.33790,0.94449,3,7
2016-09-19T15:33:24.00Z,62.3796037,25.6948921,3825.921,30.65,-23.96,-1.37,8.449,13.236,0.63,321.97834,0.96762,3,7
2016-09-19T15:33:24.20Z,62.3796570,25.6947983,3825.851,30.59,-24.18,-1.33,8.434,13.245,0.65,321.67660,1.48384,3,7
2016-09-19T15:33:24.40Z,62.3797106,25.6947047,3825.665,30.64,-24.14,-1.22,8.420,13.252,0.65,321.76488,1.64336,3,7
2016-09-19T15:33:24.60Z,62.3797634,25.6946109,3825.603,30.52,-24.11,-1.21,8.410,13.262,0.66,321.69167,1.73911,3,7
2016-09-19T15:33:24.80Z,62.3798176,25.6945197,3825.701,30.57,-23.87,-1.19,8.409,13.281,0.67,322.01426,1.84474,3,7
2016-09-19T15:33:25.00Z,62.3798739,25.6944300,3826.033,30.83,-23.78,-1.17,8.404,13.289,0.66,322.35649,1.86032,3,7
2016-09-19T15:33:25.20Z,62.3799302,25.6943419,3826.373,30.91,-23.52,-1.16,8.391,13.289,0.64,322.73036,1.83819,3,7
2016-09-19T15:33:25.40Z,62.3799840,25.6942515,3826.333,30.79,-23.42,-1.11,8.355,13.241,0.65,322.73959,1.86964,3,7
2016-09-19T15:33:25.60Z,62.3800400,25.6941640,3826.674,30.75,-23.20,-1.10,8.305,13.163,0.62,322.97133,1.89334,3,7
2016-09-19T15:33:25.80Z,62.3800964,25.6940766,3827.068,30.98,-23.17,-1.12,8.258,13.092,0.60,323.21224,1.84106,3,7
2016-09-19T15:33:26.00Z,62.3801531,25.6939897,3827.254,31.30,-23.00,-1.08,8.183,12.964,0.50,323.69177,1.73474,3,7
2016-09-19T15:33:26.20Z,62.3802094,25.6939033,3827.520,31.15,-22.76,-1.03,8.123,12.861,0.50,323.84032,1.69775,3,7
2016-09-19T15:33:26.40Z,62.3802675,25.6938185,3828.013,31.39,-22.74,-1.00,8.074,12.771,0.50,324.07792,1.66568,3,7
2016-09-19T15:33:26.60Z,62.3803252,25.6937339,3828.310,31.61,-22.51,-0.96,8.035,12.699,0.64,324.54591,1.65081,3,7
2016-09-19T15:33:26.80Z,62.3803833,25.6936508,3828.564,31.81,-22.21,-0.92,8.001,12.630,0.67,325.07680,1.62691,3,7
2016-09-19T15:33:27.00Z,62.3804399,25.6935680,3828.473,31.83,-21.74,-0.82,7.985,12.591,0.93,325.67153,1.71105,3,7
2016-09-19T15:33:27.20Z,62.3804965,25.6934855,3828.229,31.99,-21.50,-0.70,7.976,12.560,1.02,326.10406,1.78864,3,7
2016-09-19T15:33:27.40Z,62.3805552,25.6934016,3828.133,32.64,-21.66,-0.65,7.972,12.534,1.10,326.43738,1.79942,3,7
2016-09-19T15:33:27.60Z,62.3806132,25.6933146,3828.004,32.85,-22.01,-0.60,7.970,12.512,1.15,326.17631,1.79680,3,7
2016-09-19T15:33:27.80Z,62.3806689,25.6932226,3827.775,32.54,-22.59,-0.59,7.969,12.492,1.16,325.22725,1.79563,3,7
2016-09-19T15:33:28.00Z,62.3807265,25.6931387,3827.397,32.62,-22.12,-0.45,7.970,12.478,1.19,325.85545,1.78498,3,7
2016-09-19T15:33:28.20Z,62.3807843,25.6930558,3827.373,32.46,-21.86,-0.39,7.968,12.463,1.12,326.04434,1.78654,3,7
2016-09-19T15:33:28.40Z,62.3808432,25.6929743,3827.580,32.47,-21.64,-0.38,7.970,12.450,1.10,326.31420,1.80907,3,7
2016-09-19T15:33:28.60Z,62.3809030,25.6928935,3827.636,32.75,-21.47,-0.32,7.966,12.433,1.08,326.75083,1.77958,3,7
2016-09-19T15:33:28.80Z,62.3809595,25.6928101,3827.606,32.26,-21.53,-0.27,7.952,12.412,0.80,326.27632,1.70312,3,7
2016-09-19T15:33:29.00Z,62.3810182,25.6927277,3827.612,32.47,-21.48,-0.24,7.943,12.390,0.81,326.51307,1.76339,3,7
2016-09-19T15:33:29.20Z,62.3810767,25.6926466,3827.560,32.51,-21.33,-0.17,7.934,12.368,0.81,326.73169,1.77984,3,7
2016-09-19T15:33:29.40Z,62.3811364,25.6925674,3827.578,32.71,-21.05,-0.11,7.925,12.347,0.82,327.23981,1.75424,3,7
2016-09-19T15:33:29.60Z,62.3811971,25.6924896,3827.646,33.03,-20.75,-0.08,7.917,12.324,0.82,327.86962,1.70510,3,7
2016-09-19T15:33:29.80Z,62.3812575,25.6924119,3827.771,33.15,-20.63,-0.06,7.923,12.317,1.02,328.10212,1.86531,3,7
2016-09-19T15:33:30.00Z,62.3813167,25.6923330,3827.761,33.02,-20.60,-0.02,7.932,12.317,1.12,328.04891,1.90750,3,7
2016-09-19T15:33:30.20Z,62.3813770,25.6922575,3827.844,33.14,-20.20,-0.01,7.942,12.315,1.15,328.63610,1.90206,3,7
2016-09-19T15:33:30.40Z,62.3814369,25.6921825,3828.068,33.08,-19.93,-0.07,7.948,12.309,1.20,328.92677,1.86911,3,7
2016-09-19T15:33:30.60Z,62.3814963,25.6921074,3828.110,33.07,-19.66,-0.11,7.957,12.305,1.20,329.27652,1.84100,3,7
2016-09-19T15:33:30.80Z,62.3815558,25.6920305,3828.190,33.15,-19.64,-0.19,7.966,12.302,1.22,329.35513,1.83900,3,7
2016-09-19T15:33:31.00Z,62.3816171,25.6919570,3828.485,33.39,-19.55,-0.24,7.981,12.305,1.22,329.64944,1.87881,3,7
2016-09-19T15:33:31.20Z,62.3816766,25.6918803,3828.318,33.41,-19.62,-0.17,7.999,12.307,1.27,329.56970,1.91274,3,7
2016-09-19T15:33:31.40Z,62.3817346,25.6917993,3828.120,33.17,-19.97,-0.15,8.018,12.308,1.29,328.94979,1.90285,3,7
2016-09-19T15:33:31.60Z,62.3817937,25.6917193,3828.103,33.13,-20.18,-0.16,8.040,12.313,1.31,328.64886,1.91538,3,7
2016-09-19T15:33:31.80Z,62.3818537,25.6916354,3828.092,33.38,-20.55,-0.23,8.054,12.315,1.25,328.37969,1.89672,3,7
2016-09-19T15:33:32.00Z,62.3819167,25.6915586,3828.486,34.00,-20.16,-0.41,8.071,12.319,1.25,329.33292,1.93121,3,7
2016-09-19T15:33:32.20Z,62.3819790,25.6914816,3828.862,34.16,-20.15,-0.48,8.089,12.324,1.23,329.46395,1.95417,3,7
2016-09-19T15:33:32.40Z,62.3820410,25.6914070,3828.883,34.30,-19.94,-0.39,8.101,12.326,1.21,329.81945,1.88416,3,7
2016-09-19T15:33:32.60Z,62.3821029,25.6913303,3828.786,34.43,-19.96,-0.29,8.115,12.328,1.23,329.89597,1.83281,3,7
2016-09-19T15:33:32.80Z,62.3821631,25.6912506,3828.486,34.31,-19.94,-0.27,8.111,12.323,1.02,329.83104,1.67418,3,7
2016-09-19T15:33:33.00Z,62.3822248,25.6911744,3828.633,34.29,-19.87,-0.29,8.102,12.310,0.95,329.90606,1.59528,3,7
2016-09-19T15:33:33.20Z,62.3822877,25.6911017,3829.014,34.32,-19.74,-0.31,8.094,12.290,0.99,330.09278,1.66528,3,7
2016-09-19T15:33:33.40Z,62.3823517,25.6910284,3829.467,34.55,-19.89,-0.30,8.093,12.276,1.05,330.07177,1.72744,3,7
2016-09-19T15:33:33.60Z,62.3824148,25.6909520,3829.697,34.59,-20.35,-0.20,8.100,12.258,1.13,329.52991,1.79739,3,7
2016-09-19T15:33:33.80Z,62.3824796,25.6908776,3830.150,34.91,-20.27,-0.22,8.109,12.241,1.20,329.86377,1.82421,3,7
2016-09-19T15:33:34.00Z,62.3825449,25.6908069,3830.351,35.34,-19.78,-0.10,8.116,12.230,1.21,330.75930,1.80748,3,7
2016-09-19T15:33:34.20Z,62.3826082,25.6907350,3830.812,34.97,-19.53,-0.20,8.121,12.220,1.18,330.82118,1.76461,3,7
2016-09-19T15:33:34.40Z,62.3826706,25.6906614,3831.024,34.71,-19.44,-0.23,8.125,12.209,1.18,330.74395,1.73808,3,7
2016-09-19T15:33:34.60Z,62.3827322,25.6905854,3830.942,34.64,-19.47,-0.19,8.130,12.203,1.20,330.65701,1.69719,3,7
2016-09-19T15:33:34.80Z,62.3827951,25.6905092,3831.049,34.72,-19.64,-0.18,8.131,12.196,1.14,330.49912,1.61110,3,7
2016-09-19T15:33:35.00Z,62.3828581,25.6904349,3831.240,34.74,-19.60,-0.15,8.131,12.189,1.11,330.56982,1.61264,3,7
2016-09-19T15:33:35.20Z,62.3829214,25.6903601,3831.429,34.82,-19.63,-0.12,8.126,12.181,1.08,330.59206,1.59017,3,7
2016-09-19T15:33:35.40Z,62.3829840,25.6902828,3831.532,34.77,-19.80,-0.15,8.100,12.149,1.01,330.34100,1.55082,3,7
2016-09-19T15:33:35.60Z,62.3830462,25.6902051,3831.473,34.74,-19.97,-0.10,8.064,12.104,0.87,330.10642,1.48025,3,7
2016-09-19T15:33:35.80Z,62.3831093,25.6901290,3831.633,34.80,-19.99,-0.11,8.024,12.058,0.80,330.12483,1.43530,3,7
2016-09-19T15:33:36.00Z,62.3831706,25.6900489,3831.366,34.79,-20.19,-0.11,7.935,11.931,0.38,329.87373,0.92036,3,7
2016-09-19T15:33:36.20Z,62.3832332,25.6899767,3831.576,34.82,-20.14,-0.06,7.835,11.799,0.35,329.95148,0.86972,3,7
2016-09-19T15:33:36.40Z,62.3832952,25.6899014,3831.567,34.80,-20.39,0.02,7.745,11.686,0.35,329.63349,0.84737,3,7
2016-09-19T15:33:36.60Z,62.3833562,25.6898237,3831.255,34.81,-20.40,0.08,7.677,11.602,0.40,329.62334,1.08928,3,7
2016-09-19T15:33:36.80Z,62.3834200,25.6897499,3831.681,34.98,-20.43,-0.01,7.614,11.525,0.41,329.71024,1.11765,3,7
2016-09-19T15:33:37.00Z,62.3834833,25.6896745,3832.048,34.86,-20.62,-0.05,7.576,11.494,0.48,329.39213,1.39407,3,7
2016-09-19T15:33:37.20Z,62.3835465,25.6895999,3832.282,34.99,-20.42,-0.07,7.549,11.464,0.52,329.72961,1.54267,3,7
2016-09-19T15:33:37.40Z,62.3836109,25.6895265,3832.786,35.20,-20.38,-0.19,7.521,11.429,0.54,329.93045,1.56896,3,7
2016-09-19T15:33:37.60Z,62.3836737,25.6894482,3832.956,35.11,-20.69,-0.20,7.485,11.372,0.54,329.48960,1.57727,3,7
2016-09-19T15:33:37.80Z,62.3837376,25.6893711,3833.485,35.03,-20.73,-0.33,7.454,11.326,0.54,329.38649,1.60421,3,7
2016-09-19T15:33:38.00Z,62.3838002,25.6892919,3833.697,35.00,-20.77,-0.40,7.424,11.285,0.53,329.31556,1.55652,3,7
2016-09-19T15:33:38.20Z,62.3838635,25.6892129,3833.938,35.15,-20.90,-0.43,7.401,11.253,0.53,329.26195,1.55492,3,7
2016-09-19T15:33:38.40Z,62.3839267,25.6891327,3834.419,35.16,-20.94,-0.61,7.387,11.228,0.55,329.22161,1.62993,3,7
2016-09-19T15:33:38.60Z,62.3839875,25.6890469,3834.762,34.71,-21.33,-0.77,7.365,11.195,0.52,328.42881,1.57105,3,7
2016-09-19T15:33:38.80Z,62.3840506,25.6889655,3835.566,34.65,-21.47,-0.99,7.340,11.152,0.52,328.21042,1.55438,3,7
2016-09-19T15:33:39.00Z,62.3841129,25.6888808,3835.769,34.80,-21.89,-0.97,7.320,11.123,0.52,327.83336,1.54317,3,7
2016-09-19T15:33:39.20Z,62.3841754,25.6887988,3835.927,34.90,-21.20,-1.02,7.301,11.089,0.53,328.72002,1.52573,3,7
2016-09-19T15:33:39.40Z,62.3842394,25.6887175,3836.339,35.16,-21.42,-1.03,7.291,11.066,0.54,328.64614,1.54046,3,7
2016-09-19T15:33:39.60Z,62.3843033,25.6886359,3836.877,35.34,-21.51,-1.15,7.286,11.054,0.55,328.66447,1.57279,3,7
2016-09-19T15:33:39.80Z,62.3843653,25.6885503,3837.309,34.85,-22.01,-1.17,7.283,11.044,0.60,327.72667,1.71095,3,7
2016-09-19T15:33:40.00Z,62.3844262,25.6884614,3837.482,34.53,-22.47,-1.14,7.290,11.043,0.96,326.94930,1.81052,3,7
2016-09-19T15:33:40.20Z,62.3844872,25.6883764,3837.765,34.36,-22.11,-1.21,7.307,11.046,1.13,327.24393,1.92785,3,7
2016-09-19T15:33:40.40Z,62.3845504,25.6882920,3838.106,34.83,-22.10,-1.27,7.326,11.057,1.23,327.60274,1.88757,3,7
2016-09-19T15:33:40.60Z,62.3846129,25.6882061,3838.439,34.95,-22.13,-1.35,7.354,11.080,1.27,327.65879,1.92303,3,7
2016-09-19T15:33:40.80Z,62.3846738,25.6881167,3838.507,34.75,-22.42,-1.31,7.393,11.108,1.44,327.16764,1.95429,3,7
2016-09-19T15:33:41.00Z,62.3847371,25.6880255,3838.554,35.11,-22.82,-1.23,7.429,11.135,1.42,326.97474,1.88860,3,7
2016-09-19T15:33:41.20Z,62.3847974,25.6879327,3838.547,34.74,-23.06,-1.21,7.450,11.155,1.30,326.42574,1.80389,3,7
