time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2016-09-19T15:30:18.00Z,62.3359772,25.7805160,3522.301,22.06,20.77,-1.29,204.678,268.927,1.18,43.27402,6.66310,3,4
2016-09-19T15:30:18.20Z,62.3360059,25.7806213,3522.591,22.13,20.80,-1.74,115.924,125.546,1.10,43.22128,3.23213,3,4
2016-09-19T15:30:19.40Z,62.3361618,25.7812874,3535.600,22.89,19.61,-2.14,81.095,99.351,1.01,40.58103,2.52493,3,4
2016-09-19T15:30:19.60Z,62.3362055,25.7813737,3536.566,23.07,19.10,-2.14,77.933,95.503,1.24,39.61728,2.59714,3,4
2016-09-19T15:30:19.80Z,62.3362489,25.7814530,3537.371,23.16,18.82,-2.15,75.242,92.179,1.36,39.08733,2.66838,3,4
2016-09-19T15:30:20.00Z,62.3362958,25.7815202,3536.236,23.33,18.52,-2.12,72.788,89.116,1.42,38.44811,2.71563,3,4
2016-09-19T15:30:20.20Z,62.3363359,25.7815921,3536.532,23.35,18.56,-2.10,69.654,85.534,1.22,38.47325,3.02221,3,4
2016-09-19T15:30:20.40Z,62.3363691,25.7816786,3538.953,23.37,18.23,-2.08,66.706,82.181,1.18,37.95960,3.09073,3,4
2016-09-19T15:30:20.60Z,62.3364038,25.7817620,3540.480,23.55,18.19,-1.98,63.582,78.748,0.89,37.67696,3.01998,3,4
2016-09-19T15:30:20.80Z,62.3364498,25.7818228,3540.506,23.68,17.97,-1.94,60.814,75.677,0.86,37.19885,2.58983,3,4
2016-09-19T15:30:21.00Z,62.3364892,25.7818943,3541.247,23.77,17.74,-1.99,58.503,73.059,0.86,36.73776,2.43308,3,4
2016-09-19T15:30:21.20Z,62.3365268,25.7819647,3542.056,23.95,17.41,-1.95,56.661,70.901,0.86,36.01383,2.35363,3,4
2016-09-19T15:30:21.40Z,62.3365726,25.7820224,3541.875,24.13,17.20,-1.96,55.079,69.012,0.87,35.47243,2.30872,3,4
2016-09-19T15:30:21.60Z,62.3366214,25.7820755,3541.581,24.19,16.89,-1.97,53.715,67.351,1.05,34.92889,2.47390,3,4
2016-09-19T15:30:21.80Z,62.3366757,25.7821226,3540.520,24.76,16.73,-1.86,52.608,65.930,1.13,34.03908,2.53680,3,4
2016-09-19T15:30:22.00Z,62.3367283,25.7821747,3540.033,25.32,16.26,-1.72,51.701,64.724,1.11,32.71242,2.16274,3,4
2016-09-19T15:30:22.20Z,62.3367775,25.7822325,3540.030,25.38,16.19,-1.70,51.203,63.954,1.16,32.53003,2.18240,3,4
2016-09-19T15:30:22.40Z,62.3368244,25.7822964,3540.500,25.49,16.31,-1.73,50.658,63.199,1.22,32.61626,2.61872,3,4
2016-09-19T15:30:22.60Z,62.3368679,25.7823577,3541.062,25.26,15.52,-1.69,50.139,62.474,1.31,31.56873,2.88224,3,4
2016-09-19T15:30:22.80Z,62.3369129,25.7824182,3541.550,25.36,15.55,-1.67,49.641,61.782,1.38,31.51726,3.02421,3,4
2016-09-19T15:30:23.00Z,62.3369588,25.7824739,3541.794,25.19,15.24,-1.64,49.188,61.154,1.44,31.17234,3.14609,3,4
2016-09-19T15:30:23.20Z,62.3370041,25.7825323,3542.316,25.05,15.13,-1.60,48.720,60.512,1.47,31.12941,3.23107,3,4
2016-09-19T15:30:23.40Z,62.3370462,25.7825904,3542.759,24.82,14.93,-1.56,48.294,59.928,1.50,31.02359,3.32560,3,4
2016-09-19T15:30:23.60Z,62.3370895,25.7826561,3543.835,24.84,14.86,-1.51,47.892,59.386,1.52,30.88813,3.36662,3,4
2016-09-19T15:30:23.80Z,62.3371307,25.7827240,3545.395,24.86,14.46,-1.54,47.672,59.068,1.57,30.17494,3.40344,3,4
2016-09-19T15:30:24.00Z,62.3371734,25.7827868,3546.307,24.92,14.33,-1.46,47.461,58.766,1.64,29.90481,3.56488,3,4
2016-09-19T15:30:24.20Z,62.3372141,25.7828462,3546.989,24.48,14.13,-1.49,47.246,58.466,1.73,30.00613,3.84022,3,4
2016-09-19T15:30:24.40Z,62.3372525,25.7829201,3549.133,24.90,14.08,-1.49,46.754,57.916,1.77,29.48804,3.66339,3,4
2016-09-19T15:30:24.60Z,62.3372923,25.7829881,3550.529,25.19,14.62,-1.66,46.302,57.415,1.79,30.13659,3.58335,3,4
2016-09-19T15:30:24.80Z,62.3373363,25.7830505,3551.737,25.54,14.48,-1.80,45.875,56.936,1.84,29.55182,3.50335,3,4
2016-09-19T15:30:25.00Z,62.3373806,25.7831012,3552.261,25.53,13.74,-1.78,45.473,56.486,1.88,28.29192,3.46483,3,4
2016-09-19T15:30:25.20Z,62.3373943,25.7832078,3559.523,26.02,13.26,-1.87,13.644,17.505,0.87,27.01151,2.28751,3,5
2016-09-19T15:30:25.40Z,62.3374431,25.7832591,3560.308,26.21,12.91,-1.92,13.226,17.013,0.86,26.21497,2.32566,3,5
2016-09-19T15:30:25.60Z,62.3374921,25.7833125,3561.176,26.38,12.64,-1.95,13.005,16.758,0.84,25.61219,2.37285,3,5
2016-09-19T15:30:25.80Z,62.3375413,25.7833582,3561.591,26.69,11.87,-1.84,12.845,16.577,0.82,23.98010,2.29094,3,5
2016-09-19T15:30:26.00Z,62.3375885,25.7834075,3561.845,26.54,11.97,-1.78,12.722,16.442,0.80,24.28110,2.36496,3,5
2016-09-19T15:30:26.20Z,62.3376355,25.7834540,3562.076,26.50,12.13,-1.68,12.620,16.334,0.79,24.59194,2.48201,3,5
2016-09-19T15:30:26.40Z,62.3376834,25.7834964,3562.362,26.61,11.83,-1.69,12.535,16.243,0.78,23.96562,2.53974,3,5
2016-09-19T15:30:26.60Z,62.3377322,25.7835362,3562.815,26.78,11.25,-1.72,12.465,16.168,0.77,22.78602,2.63243,3,5
2016-09-19T15:30:26.80Z,62.3377806,25.7835760,3563.200,26.83,11.15,-1.68,12.399,16.100,0.76,22.56721,2.64164,3,5
2016-09-19T15:30:27.00Z,62.3378285,25.7836175,3563.456,26.88,11.08,-1.66,12.347,16.048,0.76,22.40805,2.63719,3,5
2016-09-19T15:30:27.20Z,62.3378771,25.7836551,3563.691,27.04,10.68,-1.63,12.303,16.007,0.75,21.54691,2.65026,3,5
2016-09-19T15:30:27.40Z,62.3379261,25.7836908,3563.940,27.20,10.14,-1.60,12.263,15.970,0.75,20.44789,2.72151,3,5
2016-09-19T15:30:27.60Z,62.3379753,25.7837276,3564.210,27.29,9.87,-1.57,12.228,15.937,0.74,19.89156,2.71666,3,5
2016-09-19T15:30:27.80Z,62.3380241,25.7837650,3564.478,27.34,9.81,-1.60,12.194,15.904,0.74,19.73451,2.69650,3,5
2016-09-19T15:30:28.00Z,62.3380729,25.7838026,3564.715,27.30,9.74,-1.61,12.163,15.874,0.75,19.62681,2.69132,3,5
2016-09-19T15:30:28.20Z,62.3381218,25.7838384,3564.939,27.34,9.57,-1.61,12.142,15.856,0.74,19.29382,2.70965,3,5
2016-09-19T15:30:28.40Z,62.3381706,25.7838761,3565.176,27.33,9.64,-1.63,12.125,15.844,0.74,19.42130,2.74560,3,5
2016-09-19T15:30:28.60Z,62.3382191,25.7839118,3565.375,27.31,9.56,-1.67,12.103,15.824,0.74,19.28228,2.74210,3,5
2016-09-19T15:30:28.80Z,62.3382679,25.7839484,3565.606,27.30,9.53,-1.68,12.083,15.805,0.73,19.24703,2.73942,3,5
2016-09-19T15:30:29.00Z,62.3383161,25.7839794,3565.554,27.32,9.26,-1.60,12.062,15.783,0.73,18.71449,2.75183,3,5
2016-09-19T15:30:29.20Z,62.3383654,25.7840107,3565.721,27.49,8.92,-1.67,12.042,15.763,0.73,17.98738,2.73928,3,5
2016-09-19T15:30:29.40Z,62.3384150,25.7840461,3566.004,27.48,9.08,-1.67,12.029,15.747,0.73,18.28474,2.87390,3,5
2016-09-19T15:30:29.60Z,62.3384653,25.7840785,3566.362,27.65,8.83,-1.72,12.017,15.734,0.75,17.71124,2.92540,3,5
2016-09-19T15:30:29.80Z,62.3385166,25.7841111,3566.894,27.74,8.53,-1.79,11.999,15.717,0.74,17.08276,2.81048,3,5
2016-09-19T15:30:30.00Z,62.3385672,25.7841431,3567.385,27.64,8.27,-1.83,11.989,15.710,0.74,16.65542,2.83222,3,5
2016-09-19T15:30:30.20Z,62.3386168,25.7841657,3567.426,27.80,7.67,-1.83,11.920,15.614,0.74,15.42788,2.82230,3,5
2016-09-19T15:30:30.40Z,62.3386677,25.7841890,3567.734,28.01,7.16,-1.85,11.820,15.469,0.73,14.33531,2.80722,3,5
2016-09-19T15:30:30.60Z,62.3387168,25.7842118,3567.680,28.04,6.95,-1.72,11.701,15.296,0.72,13.91505,2.69195,3,5
2016-09-19T15:30:30.80Z,62.3387664,25.7842350,3567.783,28.08,6.67,-1.63,11.578,15.116,0.72,13.35662,2.58129,3,5
2016-09-19T15:30:31.00Z,62.3388153,25.7842535,3567.600,28.23,6.15,-1.45,11.430,14.903,0.71,12.29275,2.04461,3,5
2016-09-19T15:30:31.20Z,62.3388658,25.7842769,3567.882,28.27,6.07,-1.44,11.302,14.711,0.69,12.12890,2.03838,3,5
2016-09-19T15:30:31.40Z,62.3389184,25.7843032,3568.513,28.44,5.89,-1.43,11.133,14.483,0.63,11.69365,1.85318,3,5
2016-09-19T15:30:31.60Z,62.3389698,25.7843270,3568.951,28.48,5.63,-1.39,10.982,14.268,0.60,11.18027,1.74678,3,5
2016-09-19T15:30:31.80Z,62.3390218,25.7843465,3569.381,28.69,5.38,-1.48,10.850,14.078,0.58,10.61142,1.67415,3,5
2016-09-19T15:30:32.00Z,62.3390804,25.7843652,3571.073,29.17,4.68,-1.94,10.697,13.803,0.51,9.10975,1.25975,3,5
2016-09-19T15:30:32.20Z,62.3391335,25.7843826,3571.639,29.07,4.64,-2.01,10.614,13.682,0.57,9.06482,1.69670,3,5
2016-09-19T15:30:32.40Z,62.3391871,25.7843997,3572.246,29.30,4.31,-2.03,10.587,13.651,0.60,8.37120,2.27944,3,5
2016-09-19T15:30:32.60Z,62.3392395,25.7844119,3572.659,29.35,3.94,-2.09,10.558,13.619,0.63,7.64124,2.54989,3,5
2016-09-19T15:30:32.80Z,62.3392915,25.7844246,3573.004,29.31,3.87,-2.13,10.534,13.593,0.64,7.51224,2.64257,3,5
2016-09-19T15:30:33.00Z,62.3393438,25.7844368,3573.369,29.34,3.79,-2.15,10.517,13.572,0.66,7.35620,2.68161,3,5
2016-09-19T15:30:33.20Z,62.3393960,25.7844481,3573.835,29.12,3.53,-2.20,10.498,13.557,0.67,6.90802,2.58865,3,5
2016-09-19T15:30:33.40Z,62.3394482,25.7844605,3574.294,29.12,3.45,-2.21,10.497,13.548,0.69,6.76021,2.80682,3,5
2016-09-19T15:30:33.60Z,62.3395019,25.7844693,3574.855,29.37,3.08,-2.25,10.493,13.537,0.69,5.98374,2.77495,3,5
2016-09-19T15:30:33.80Z,62.3395544,25.7844780,3575.267,29.32,2.89,-2.27,10.495,13.528,0.72,5.62260,2.90439,3,5
2016-09-19T15:30:34.00Z,62.3396063,25.7844885,3575.624,29.27,2.96,-2.28,10.490,13.515,0.70,5.76811,2.83129,3,5
2016-09-19T15:30:34.20Z,62.3396586,25.7844984,3575.967,29.22,2.89,-2.22,10.497,13.513,0.71,5.63958,2.92022,3,5
2016-09-19T15:30:34.40Z,62.3397101,25.7845056,3576.204,29.15,2.71,-2.19,10.505,13.511,0.71,5.31646,2.97772,3,5
2016-09-19T15:30:34.60Z,62.3397625,25.7845154,3576.507,29.23,2.66,-2.07,10.514,13.512,0.72,5.19285,3.03603,3,5
2016-09-19T15:30:34.80Z,62.3398135,25.7845275,3576.743,28.94,2.80,-1.98,10.526,13.517,0.72,5.53209,3.12913,3,5
2016-09-19T15:30:35.00Z,62.3398665,25.7845334,3577.202,29.07,2.43,-1.99,10.534,13.521,0.72,4.77291,3.08137,3,5
2016-09-19T15:30:35.20Z,62.3399199,25.7845369,3577.699,29.18,1.97,-2.02,10.549,13.531,0.74,3.86334,3.15010,3,5
2016-09-19T15:30:35.40Z,62.3399728,25.7845381,3577.850,29.47,1.52,-1.88,10.563,13.543,0.75,2.94363,3.26502,3,5
2016-09-19T15:30:35.60Z,62.3400268,25.7845399,3577.994,29.77,1.01,-1.60,10.574,13.549,0.75,1.93759,3.25758,3,5
2016-09-19T15:30:35.80Z,62.3400816,25.7845411,3578.325,30.03,0.66,-1.44,10.575,13.549,0.79,1.26345,3.17930,3,5
2016-09-19T15:30:36.00Z,62.3401368,25.7845382,3578.816,30.11,0.30,-1.52,10.569,13.546,0.83,0.57809,3.03540,3,5
2016-09-19T15:30:36.20Z,62.3401920,25.7845359,3579.368,30.16,0.03,-1.63,10.559,13.539,0.84,0.06414,2.91395,3,5
2016-09-19T15:30:36.40Z,62.3402467,25.7845271,3579.818,30.08,-0.65,-1.78,10.541,13.531,0.85,358.77027,2.69469,3,5
2016-09-19T15:30:36.60Z,62.3403010,25.7845157,3580.083,30.08,-1.27,-1.77,10.527,13.519,0.85,357.58481,2.59107,3,5
2016-09-19T15:30:36.80Z,62.3403552,25.7845124,3580.655,29.96,-1.21,-1.88,10.513,13.507,0.83,357.69105,2.54928,3,5
2016-09-19T15:30:37.00Z,62.3404104,25.7845057,3581.199,30.19,-1.27,-1.91,10.494,13.491,0.82,357.59618,2.46568,3,5
2016-09-19T15:30:37.20Z,62.3404655,25.7844981,3581.726,30.23,-1.58,-1.94,10.474,13.474,0.80,357.01612,2.39928,3,5
2016-09-19T15:30:37.40Z,62.3405203,25.7844875,3582.267,30.24,-2.02,-2.08,10.450,13.454,0.76,356.17540,2.31562,3,5
2016-09-19T15:30:37.60Z,62.3405751,25.7844799,3582.783,30.35,-1.96,-2.06,10.418,13.425,0.74,356.29573,2.21893,3,5
2016-09-19T15:30:37.80Z,62.3406300,25.7844680,3583.240,30.32,-2.34,-2.08,10.377,13.384,0.72,355.57808,2.13062,3,5
2016-09-19T15:30:38.00Z,62.3406840,25.7844535,3583.457,30.38,-2.73,-2.04,10.328,13.332,0.70,354.87116,1.99731,3,5
2016-09-19T15:30:38.20Z,62.3407383,25.7844401,3583.717,30.52,-2.86,-1.98,10.274,13.270,0.67,354.65517,1.86989,3,5
2016-09-19T15:30:38.40Z,62.3407927,25.7844245,3584.112,30.27,-3.31,-1.97,10.213,13.199,0.65,353.75789,1.78227,3,5
2016-09-19T15:30:38.60Z,62.3408473,25.7844086,3584.476,30.44,-3.52,-1.96,10.141,13.110,0.62,353.39490,1.65411,3,5
2016-09-19T15:30:38.80Z,62.3409009,25.7843918,3584.615,30.52,-3.74,-1.91,10.068,13.020,0.59,353.01766,1.55026,3,5
2016-09-19T15:30:39.00Z,62.3409536,25.7843705,3584.494,30.51,-4.16,-1.83,9.928,12.800,0.55,352.23748,1.22456,3,5
2016-09-19T15:30:39.20Z,62.3410077,25.7843527,3584.751,30.57,-4.35,-1.82,9.814,12.627,0.51,351.89254,1.14482,3,5
2016-09-19T15:30:39.40Z,62.3410604,25.7843317,3584.699,30.49,-4.74,-1.75,9.704,12.465,0.46,351.15832,1.05903,3,5
2016-09-19T15:30:39.60Z,62.3411136,25.7843085,3584.686,30.43,-4.91,-1.71,9.611,12.332,0.44,350.82824,1.01901,3,5
2016-09-19T15:30:39.80Z,62.3411687,25.7842884,3585.091,30.57,-5.26,-1.69,9.544,12.238,0.47,350.24637,1.05593,3,5
2016-09-19T15:30:40.00Z,62.3412229,25.7842654,3585.273,30.50,-5.40,-1.62,9.482,12.154,0.47,349.96181,1.04746,3,5
2016-09-19T15:30:40.20Z,62.3412770,25.7842409,3585.422,30.47,-5.66,-1.64,9.430,12.092,0.59,349.47872,1.35298,3,5
2016-09-19T15:30:40.40Z,62.3413316,25.7842158,3585.689,30.55,-5.98,-1.68,9.383,12.040,0.64,348.92303,1.41543,3,5
2016-09-19T15:30:40.60Z,62.3413849,25.7841903,3585.682,30.44,-5.92,-1.61,9.340,11.995,0.66,348.99713,1.45846,3,5
2016-09-19T15:30:40.80Z,62.3414375,25.7841649,3585.509,30.36,-5.89,-1.43,9.298,11.953,0.68,349.02538,1.49146,3,5
2016-09-19T15:30:41.00Z,62.3414895,25.7841401,3585.211,30.16,-5.79,-1.16,9.257,11.912,0.70,349.12808,1.53564,3,5
2016-09-19T15:30:41.20Z,62.3415423,25.7841140,3585.087,30.11,-5.96,-1.08,9.219,11.876,0.73,348.79766,1.56058,3,5
2016-09-19T15:30:41.40Z,62.3415965,25.7840872,3585.283,30.14,-6.26,-1.16,9.182,11.840,0.74,348.26514,1.55978,3,5
2016-09-19T15:30:41.60Z,62.3416519,25.7840562,3585.638,30.32,-7.12,-1.27,9.147,11.801,0.75,346.78993,1.49418,3,5
2016-09-19T15:30:41.80Z,62.3417061,25.7840268,3585.840,30.24,-7.34,-1.27,9.115,11.769,0.76,346.35425,1.51243,3,5
2016-09-19T15:30:42.00Z,62.3417615,25.7839930,3586.212,30.36,-7.94,-1.40,9.080,11.731,0.76,345.35160,1.45944,3,5
2016-09-19T15:30:42.20Z,62.3418158,25.7839624,3586.381,30.44,-7.85,-1.36,9.059,11.706,0.85,345.53208,1.85653,3,5
2016-09-19T15:30:42.40Z,62.3418713,25.7839292,3586.785,30.48,-8.18,-1.40,9.025,11.671,0.83,344.97968,1.88584,3,5
2016-09-19T15:30:42.60Z,62.3419270,25.7838955,3587.166,30.58,-8.55,-1.36,8.994,11.641,0.84,344.37231,1.89927,3,5
2016-09-19T15:30:42.80Z,62.3419819,25.7838608,3587.448,30.54,-8.74,-1.34,8.967,11.614,0.85,344.03420,1.92512,3,5
2016-09-19T15:30:43.00Z,62.3420367,25.7838269,3587.696,30.53,-8.80,-1.29,8.942,11.588,0.86,343.91020,1.92964,3,5
2016-09-19T15:30:43.20Z,62.3420916,25.7837898,3587.934,30.53,-9.09,-1.27,8.921,11.568,0.86,343.41395,1.93047,3,5
2016-09-19T15:30:43.40Z,62.3421457,25.7837521,3588.039,30.51,-9.18,-1.22,8.900,11.548,0.85,343.25549,1.92398,3,5
2016-09-19T15:30:43.60Z,62.3422007,25.7837123,3588.228,30.57,-9.56,-1.19,8.884,11.534,0.87,342.64490,1.93184,3,5
2016-09-19T15:30:43.80Z,62.3422558,25.7836738,3588.445,30.62,-9.65,-1.10,8.863,11.519,0.82,342.50831,1.85177,3,5
2016-09-19T15:30:44.00Z,62.3423108,25.7836337,3588.590,30.59,-9.79,-1.07,8.850,11.508,0.85,342.24736,1.93127,3,5
2016-09-19T15:30:44.20Z,62.3423657,25.7835926,3588.761,30.66,-10.02,-0.99,8.838,11.499,0.88,341.90478,1.96243,3,5
2016-09-19T15:30:44.40Z,62.3424202,25.7835517,3588.838,30.58,-10.13,-0.89,8.829,11.491,0.90,341.67977,2.00501,3,5
2016-09-19T15:30:44.60Z,62.3424748,25.7835098,3588.883,30.62,-10.26,-0.79,8.827,11.487,0.95,341.46820,2.07507,3,5
2016-09-19T15:30:44.80Z,62.3425300,25.7834660,3589.009,30.64,-10.61,-0.73,8.816,11.477,0.93,340.88993,1.97763,3,5
2016-09-19T15:30:45.00Z,62.3425866,25.7834196,3589.279,30.90,-11.08,-0.75,8.801,11.461,0.93,340.26718,1.89686,3,5
2016-09-19T15:30:45.20Z,62.3426420,25.7833760,3589.414,30.82,-11.20,-0.67,8.786,11.446,0.92,340.03641,1.86485,3,5
2016-09-19T15:30:45.40Z,62.3426968,25.7833329,3589.444,30.71,-11.20,-0.57,8.767,11.425,0.92,339.96129,1.85264,3,5
2016-09-19T15:30:45.60Z,62.3427511,25.7832888,3589.344,30.68,-11.13,-0.50,8.747,11.404,0.90,340.06015,1.80995,3,5
2016-09-19T15:30:45.80Z,62.3428064,25.7832403,3589.216,30.85,-11.59,-0.39,8.699,11.356,0.78,339.41081,1.32197,3,5
2016-09-19T15:30:46.00Z,62.3428617,25.7831941,3589.216,30.81,-11.68,-0.35,8.657,11.310,0.76,339.24003,1.24043,3,5
2016-09-19T15:30:46.20Z,62.3429163,25.7831480,3589.164,30.82,-11.82,-0.24,8.620,11.270,0.76,339.01634,1.22450,3,5
2016-09-19T15:30:46.40Z,62.3429715,25.7831022,3589.311,30.86,-11.94,-0.22,8.591,11.246,0.79,338.84395,1.24475,3,5
2016-09-19T15:30:46.60Z,62.3430294,25.7830561,3589.975,31.02,-12.24,-0.31,8.557,11.208,0.78,338.46464,1.20891,3,5
2016-09-19T15:30:46.80Z,62.3430858,25.7830079,3590.269,31.03,-12.43,-0.35,8.524,11.172,0.78,338.17237,1.19865,3,5
2016-09-19T15:30:47.00Z,62.3431418,25.7829607,3590.419,31.04,-12.43,-0.31,8.489,11.132,0.77,338.18263,1.18524,3,5
2016-09-19T15:30:47.20Z,62.3431981,25.7829156,3590.770,30.94,-12.26,-0.36,8.456,11.093,0.76,338.38451,1.18907,3,5
2016-09-19T15:30:47.40Z,62.3432538,25.7828678,3590.971,30.95,-12.54,-0.36,8.423,11.056,0.77,337.94216,1.18187,3,5
2016-09-19T15:30:47.60Z,62.3433095,25.7828206,3591.177,30.96,-12.42,-0.41,8.395,11.029,0.79,338.13078,1.20086,3,5
2016-09-19T15:30:47.80Z,62.3433640,25.7827733,3591.161,30.86,-12.38,-0.39,8.368,11.003,0.79,338.14243,1.20778,3,5
2016-09-19T15:30:48.00Z,62.3434189,25.7827234,3591.279,30.85,-12.66,-0.40,8.346,10.989,0.82,337.68650,1.21157,3,5
2016-09-19T15:30:48.20Z,62.3434746,25.7826723,3591.529,30.91,-12.81,-0.50,8.325,10.976,0.83,337.48457,1.20384,3,5
2016-09-19T15:30:48.40Z,62.3435297,25.7826203,3591.603,30.89,-13.05,-0.51,8.304,10.962,0.83,337.09259,1.19044,3,5
2016-09-19T15:30:48.60Z,62.3435840,25.7825687,3591.540,30.80,-12.95,-0.55,8.270,10.927,0.80,337.19784,1.16281,3,5
2016-09-19T15:30:48.80Z,62.3436403,25.7825178,3591.935,30.81,-13.13,-0.64,8.238,10.894,0.80,336.91396,1.14825,3,5
2016-09-19T15:30:49.00Z,62.3436969,25.7824627,3592.319,30.95,-13.45,-0.80,8.205,10.858,0.80,336.50960,1.12495,3,5
2016-09-19T15:30:49.20Z,62.3437543,25.7824087,3592.894,30.97,-13.71,-0.95,8.131,10.782,0.73,336.12120,0.86129,3,6
2016-09-19T15:30:49.40Z,62.3438099,25.7823533,3593.131,30.93,-13.89,-1.01,8.060,10.709,0.72,335.80719,0.84059,3,6
2016-09-19T15:30:49.60Z,62.3438653,25.7822959,3593.309,30.89,-14.06,-1.08,7.989,10.636,0.71,335.52379,0.83337,3,6
2016-09-19T15:30:49.80Z,62.3439223,25.7822368,3593.749,31.03,-14.32,-1.20,7.917,10.556,0.71,335.23280,0.81713,3,6
2016-09-19T15:30:50.00Z,62.3439778,25.7821775,3593.936,31.03,-14.54,-1.21,7.845,10.475,0.69,334.89127,0.81005,3,6
2016-09-19T15:30:50.20Z,62.3440344,25.7821196,3594.465,30.97,-14.60,-1.31,7.782,10.403,0.69,334.76048,0.82112,3,6
2016-09-19T15:30:50.40Z,62.3440901,25.7820609,3594.769,30.97,-14.82,-1.32,7.723,10.334,0.68,334.42485,0.81692,3,6
2016-09-19T15:30:50.60Z,62.3441458,25.7820002,3595.033,31.02,-15.11,-1.33,7.667,10.272,0.68,334.02373,0.81359,3,6
2016-09-19T15:30:50.80Z,62.3442016,25.7819395,3595.296,31.01,-15.24,-1.32,7.616,10.213,0.69,333.82735,0.81411,3,6
2016-09-19T15:30:51.00Z,62.3442576,25.7818781,3595.653,30.95,-15.38,-1.33,7.571,10.163,0.69,333.58185,0.82924,3,6
2016-09-19T15:30:51.20Z,62.3443132,25.7818174,3595.896,31.01,-15.66,-1.28,7.529,10.116,0.70,333.20407,0.82926,3,6
2016-09-19T15:30:51.40Z,62.3443688,25.7817561,3596.158,30.91,-15.72,-1.26,7.489,10.070,0.70,333.04222,0.83142,3,6
2016-09-19T15:30:51.60Z,62.3444249,25.7816947,3596.476,31.02,-15.84,-1.26,7.456,10.034,0.71,332.95237,0.84265,3,6
2016-09-19T15:30:51.80Z,62.3444806,25.7816337,3596.791,30.90,-15.93,-1.24,7.428,10.007,0.75,332.73189,0.91653,3,6
2016-09-19T15:30:52.00Z,62.3445365,25.7815703,3597.070,30.94,-16.16,-1.23,7.402,9.983,0.76,332.42961,0.93194,3,6
2016-09-19T15:30:52.20Z,62.3445916,25.7815073,3597.227,30.87,-16.25,-1.15,7.383,9.968,0.78,332.24100,0.94668,3,6
2016-09-19T15:30:52.40Z,62.3446466,25.7814432,3597.370,30.86,-16.35,-1.16,7.369,9.961,0.81,332.08609,0.96295,3,6
2016-09-19T15:30:52.60Z,62.3447023,25.7813780,3597.617,30.94,-16.52,-1.15,7.357,9.956,0.82,331.90150,0.96174,3,6
2016-09-19T15:30:52.80Z,62.3447581,25.7813127,3597.912,30.90,-16.77,-1.16,7.342,9.946,0.82,331.50327,0.93048,3,6
2016-09-19T15:30:53.00Z,62.3448136,25.7812455,3598.144,30.87,-17.01,-1.21,7.327,9.937,0.85,331.14507,0.92299,3,6
2016-09-19T15:30:53.20Z,62.3448688,25.7811787,3598.325,30.90,-17.05,-1.22,7.311,9.926,0.85,331.11187,0.92270,3,6
2016-09-19T15:30:53.40Z,62.3449241,25.7811110,3598.516,30.92,-17.26,-1.21,7.294,9.913,0.86,330.82407,0.91661,3,6
2016-09-19T15:30:53.60Z,62.3449794,25.7810429,3598.772,30.76,-17.31,-1.26,7.271,9.892,0.83,330.63148,0.90532,3,6
2016-09-19T15:30:53.80Z,62.3450342,25.7809735,3598.841,30.91,-17.53,-1.22,7.251,9.870,0.83,330.44803,0.83271,3,6
2016-09-19T15:30:54.00Z,62.3450892,25.7809036,3598.991,30.87,-17.73,-1.25,7.216,9.824,0.98,330.13132,0.82842,3,6
2016-09-19T15:30:54.20Z,62.3451423,25.7808320,3598.750,30.80,-18.26,-1.10,7.175,9.774,0.77,329.34668,0.81430,3,6
2016-09-19T15:30:54.40Z,62.3451970,25.7807604,3598.857,30.82,-18.20,-1.13,7.121,9.706,0.74,329.44378,0.86932,3,6
2016-09-19T15:30:54.60Z,62.3452521,25.7806885,3599.088,30.78,-18.18,-1.25,7.070,9.646,0.74,329.43478,1.08619,3,6
2016-09-19T15:30:54.80Z,62.3453074,25.7806154,3599.341,30.69,-18.50,-1.28,7.006,9.582,0.42,328.92231,0.89220,3,6
2016-09-19T15:30:55.00Z,62.3453611,25.7805433,3599.346,30.65,-18.67,-1.26,6.952,9.528,0.41,328.65934,0.89460,3,6
2016-09-19T15:30:55.20Z,62.3454155,25.7804696,3599.495,30.60,-18.79,-1.31,6.903,9.479,0.41,328.45351,0.90024,3,6
2016-09-19T15:30:55.40Z,62.3454699,25.7803958,3599.668,30.58,-18.96,-1.30,6.858,9.436,0.41,328.20462,0.90558,3,6
2016-09-19T15:30:55.60Z,62.3455254,25.7803205,3600.111,30.57,-19.16,-1.35,6.817,9.397,0.41,327.91934,0.90530,3,6
2016-09-19T15:30:55.80Z,62.3455796,25.7802459,3600.307,30.52,-19.17,-1.36,6.779,9.361,0.41,327.85757,0.91073,3,6
2016-09-19T15:30:56.00Z,62.3456354,25.7801710,3600.808,30.55,-19.34,-1.44,6.745,9.328,0.41,327.65672,0.90942,3,6
2016-09-19T15:30:56.20Z,62.3456909,25.7800963,3601.273,30.44,-19.37,-1.47,6.720,9.308,0.42,327.52453,0.92149,3,6
2016-09-19T15:30:56.40Z,62.3457469,25.7800196,3601.807,30.46,-19.49,-1.54,6.697,9.293,0.42,327.38517,0.92047,3,6
